gesture,ax,ay,az,gx,gy,gz
right,1.8,-9.97,0.62,0.03,0.04,-0.02
right,1.87,-9.92,0.86,0.06,0.01,0.01
right,1.8,-9.55,1.08,0.09,0.03,0.01
right,1.79,-9.68,1.08,0.08,0.04,-0.01
right,1.95,-9.84,1.29,0.06,0.05,-0.03
right,1.89,-9.94,1.04,0.14,0.1,-0.04
right,1.78,-10.06,1.0,0.26,0.1,-0.04
right,2.01,-10.29,1.22,0.35,0.11,-0.04
right,1.96,-10.53,0.9,0.47,0.12,-0.0
right,2.09,-10.73,0.9,0.64,0.12,0.03
right,2.05,-10.63,0.79,0.93,0.16,0.05
right,1.66,-10.14,0.63,1.28,0.17,0.02
right,1.1,-9.47,0.58,1.6,0.13,-0.07
right,0.56,-8.42,0.78,1.77,-0.02,-0.25
right,0.68,-8.18,1.43,1.88,-0.18,-0.47
right,2.09,-9.84,2.15,1.89,-0.32,-0.53
right,3.87,-11.28,4.7,1.8,-0.3,-0.18
right,3.33,-10.04,4.62,2.02,0.03,0.07
right,2.47,-9.21,3.4,2.63,0.4,0.13
right,2.1,-8.69,3.44,3.35,0.72,0.08
right,1.56,-7.62,3.73,3.65,0.87,0.02
right,1.1,-6.93,3.83,3.35,0.75,-0.05
right,1.47,-7.27,4.66,2.69,0.44,-0.06
right,1.81,-7.12,5.79,2.11,0.28,-0.03
right,2.04,-7.79,5.71,2.07,0.37,-0.08
right,2.36,-8.43,5.71,2.52,0.61,-0.09
right,2.39,-8.78,5.44,3.18,0.91,-0.06
right,1.82,-7.84,5.51,3.49,1.02,0.03
right,1.19,-6.37,5.96,3.28,0.91,0.04
right,1.01,-5.95,6.55,2.74,0.68,0.02
right,1.07,-6.18,6.48,2.42,0.55,-0.04
right,1.65,-6.83,7.07,2.41,0.53,0.0
right,1.67,-6.55,7.18,2.54,0.62,0.07
right,1.34,-6.16,6.9,2.7,0.67,0.13
right,1.04,-5.28,6.93,2.78,0.65,0.14
right,0.98,-4.92,7.33,2.68,0.56,0.12
right,1.09,-4.72,7.8,2.51,0.47,0.13
right,1.24,-4.62,8.04,2.43,0.44,0.13
right,1.27,-4.52,8.03,2.48,0.45,0.18
right,1.01,-3.74,8.11,2.47,0.42,0.23
right,0.8,-3.04,8.37,2.3,0.33,0.23
right,0.59,-2.68,8.37,2.09,0.22,0.22
right,0.63,-2.67,8.38,1.97,0.12,0.2
right,0.98,-2.84,8.69,1.98,0.1,0.22
right,1.12,-2.84,8.6,2.06,0.13,0.27
right,1.0,-2.19,8.95,2.0,0.11,0.32
right,1.0,-1.85,9.17,1.84,0.08,0.29
right,0.84,-1.83,9.23,1.71,0.04,0.3
right,0.8,-1.67,9.39,1.64,0.02,0.29
right,0.76,-1.47,9.55,1.56,0.02,0.29
right,0.6,-1.21,9.51,1.56,0.03,0.28
right,0.62,-1.06,9.67,1.51,0.02,0.27
right,0.55,-0.7,9.94,1.46,0.02,0.27
right,0.52,-0.37,10.21,1.41,0.05,0.24
right,0.5,-0.28,10.18,1.33,0.1,0.2
right,0.48,-0.41,9.66,1.28,0.11,0.18
right,0.54,-0.44,9.6,1.2,0.09,0.18
right,0.66,-0.49,9.51,1.16,0.1,0.18
right,0.64,-0.32,9.51,1.02,0.06,0.2
right,0.57,-0.09,9.34,0.88,0.03,0.2
right,0.48,0.25,9.58,0.91,0.07,0.15
right,0.52,0.02,9.47,0.92,0.11,0.13
right,0.42,0.5,9.43,0.85,0.11,0.14
right,0.34,0.7,9.28,0.77,0.12,0.12
right,0.24,0.85,9.02,0.65,0.06,0.08
right,0.5,0.61,9.49,0.52,-0.02,0.07
right,0.66,0.7,9.79,0.44,-0.03,0.08
right,0.68,0.96,10.08,0.37,0.01,0.07
right,0.63,1.17,10.08,0.29,0.03,0.05
right,0.58,1.31,10.05,0.16,0.02,0.01
right,0.57,1.18,10.06,0.02,0.01,-0.02
right,0.67,1.07,9.99,-0.08,-0.01,-0.05
right,0.86,0.75,9.98,-0.15,-0.03,-0.05
right,0.93,0.71,9.84,-0.12,-0.0,-0.06
right,0.92,0.97,9.95,-0.07,0.03,-0.09
right,1.11,0.37,9.79,-0.08,0.07,-0.1
right,0.92,0.53,9.4,-0.09,0.08,-0.07
right,0.81,0.65,9.26,-0.13,0.05,-0.06
right,0.85,0.56,9.28,-0.16,0.03,-0.06
right,0.88,0.23,9.25,-0.18,0.02,-0.03
right,0.87,0.28,9.2,-0.15,0.03,-0.0
right,0.78,0.2,8.99,-0.04,0.05,0.03
right,0.76,0.44,9.18,0.03,0.05,0.06
right,0.67,0.97,9.56,-0.02,0.04,0.05
right,0.58,0.98,9.56,-0.12,0.0,0.04
right,0.55,1.01,9.65,-0.11,0.01,0.01
right,0.64,0.75,9.73,-0.03,0.04,-0.01
right,0.64,0.79,9.54,0.01,0.05,-0.01
right,0.71,0.65,9.35,-0.04,0.01,0.02
right,0.69,0.79,9.45,-0.07,-0.02,0.04
right,0.77,0.71,9.76,-0.07,-0.01,0.05
right,0.68,0.78,9.61,-0.05,0.02,0.06
right,0.51,1.23,9.55,-0.01,0.04,0.04
right,0.45,1.09,9.54,-0.06,0.01,0.01
right,0.55,1.06,9.64,-0.14,-0.04,-0.01
right,0.65,0.85,9.65,-0.15,-0.04,-0.01
right,0.77,0.65,9.71,-0.13,-0.02,0.01
right,0.74,0.8,9.75,-0.11,-0.0,0.02
right,0.75,0.83,9.68,-0.11,0.0,0.02
right,0.76,0.84,9.65,-0.09,0.02,0.01
right,0.8,0.74,9.58,-0.08,0.02,0.01
right,0.82,0.8,9.57,-0.1,0.02,0.0
right,0.85,0.6,9.51,-0.09,0.02,0.0
right,0.88,0.65,9.67,-0.04,0.06,0.0
right,0.74,0.69,9.51,-0.01,0.08,0.01
right,0.67,0.76,9.43,-0.03,0.06,0.01
right,0.68,0.66,9.43,-0.08,0.03,0.01
right,0.68,0.48,9.32,-0.12,0.02,0.03
right,0.69,0.59,9.31,-0.06,0.04,0.03
right,0.68,0.64,9.48,-0.04,0.04,0.04
right,0.6,0.99,9.4,-0.08,0.03,0.03
right,0.62,0.77,9.41,-0.11,0.01,0.01
right,0.75,0.76,9.72,-0.08,0.02,0.0
right,0.81,0.51,9.61,-0.03,0.06,-0.0
right,0.78,0.59,9.43,0.03,0.1,-0.01
right,0.72,0.69,9.46,0.07,0.11,-0.02
right,0.65,0.67,9.28,0.02,0.08,-0.03
right,0.66,0.71,9.25,-0.01,0.06,-0.03
right,0.65,0.56,9.17,-0.02,0.03,-0.02
right,0.78,0.51,9.34,-0.02,0.01,0.01
right,0.74,0.66,9.47,-0.0,0.02,0.03
right,0.62,0.84,9.55,-0.02,0.02,0.03
right,0.71,0.74,9.67,-0.07,0.01,0.03
right,0.66,0.67,9.44,-0.03,0.03,0.02
right,0.69,0.71,9.45,0.02,0.04,0.01
right,0.7,0.7,9.41,0.05,0.04,0.0
right,0.69,0.61,9.3,0.07,0.03,0.01
right,0.67,0.7,9.36,0.04,0.0,0.02
right,0.68,0.71,9.39,0.0,-0.02,0.03
right,0.79,0.67,9.56,0.0,-0.02,0.04
right,0.78,0.7,9.51,0.03,0.0,0.05
right,0.74,0.72,9.41,0.0,-0.02,0.06
right,0.73,0.83,9.65,-0.11,-0.04,0.05
right,0.78,0.78,9.62,-0.16,-0.03,0.03
right,0.83,0.65,9.67,-0.17,-0.02,0.02
right,0.93,0.5,9.64,-0.15,0.02,0.03
right,0.87,0.64,9.59,-0.15,0.03,0.04
right,0.79,0.85,9.6,-0.23,0.01,0.04
right,0.81,0.73,9.53,-0.32,-0.02,0.02
right,0.83,0.66,9.74,-0.39,-0.01,0.0
right,0.86,0.68,9.67,-0.44,-0.01,-0.02
right,0.89,0.59,9.79,-0.54,-0.03,-0.01
right,0.9,0.57,9.82,-0.62,-0.04,-0.02
right,0.71,0.9,10.02,-0.78,-0.07,-0.03
right,0.88,0.57,10.42,-1.04,-0.11,-0.07
right,0.84,0.66,10.5,-1.23,-0.1,-0.09
right,0.93,-0.15,9.96,-1.38,-0.11,-0.1
right,1.12,-0.74,9.61,-1.35,-0.09,-0.07
right,1.13,-0.99,9.49,-1.34,-0.12,-0.01
right,1.02,-0.8,9.75,-1.5,-0.2,0.02
right,0.94,-0.72,9.7,-1.92,-0.37,0.07
right,0.79,-0.51,9.88,-2.41,-0.54,0.08
right,0.95,-1.1,9.99,-2.71,-0.59,0.05
right,1.14,-1.94,9.6,-2.49,-0.43,0.02
right,1.37,-2.93,9.14,-2.2,-0.28,0.04
right,1.06,-2.43,9.07,-2.14,-0.25,0.09
right,0.73,-2.26,8.66,-2.42,-0.37,0.09
right,0.81,-2.21,8.62,-2.75,-0.51,0.04
right,0.96,-2.89,8.38,-2.96,-0.59,-0.0
right,0.99,-3.45,8.14,-2.85,-0.55,-0.06
right,1.26,-4.5,7.69,-2.45,-0.43,-0.04
right,1.34,-4.97,7.48,-2.04,-0.28,0.0
right,1.28,-4.84,7.46,-1.91,-0.27,0.08
right,1.13,-4.71,7.2,-2.07,-0.39,0.13
right,1.19,-4.64,7.28,-2.37,-0.55,0.15
right,1.61,-5.15,7.49,-2.57,-0.63,0.15
right,1.81,-5.62,7.57,-2.55,-0.57,0.15
right,1.83,-6.05,7.26,-2.35,-0.46,0.16
right,1.8,-6.36,6.84,-2.04,-0.36,0.16
right,1.88,-6.5,6.89,-1.83,-0.32,0.17
right,1.91,-6.21,7.22,-1.88,-0.36,0.2
right,1.89,-5.93,7.41,-2.18,-0.45,0.18
right,2.04,-6.44,7.11,-2.38,-0.49,0.14
right,2.29,-7.37,6.71,-2.24,-0.41,0.1
right,2.63,-8.19,6.49,-1.88,-0.25,0.13
right,2.57,-8.45,5.98,-1.45,-0.08,0.2
right,2.24,-7.73,5.75,-1.23,-0.05,0.25
right,2.07,-7.03,6.2,-1.36,-0.13,0.26
right,1.89,-6.68,6.24,-1.76,-0.25,0.21
right,2.02,-7.09,6.1,-2.04,-0.32,0.14
right,2.39,-8.15,5.77,-2.01,-0.24,0.11
right,2.28,-8.77,4.81,-1.71,-0.1,0.14
right,2.01,-8.81,4.13,-1.33,-0.02,0.19
right,1.83,-8.35,4.1,-1.11,-0.01,0.23
right,1.49,-7.51,4.44,-1.24,-0.11,0.23
right,1.34,-7.2,4.69,-1.69,-0.28,0.17
right,1.52,-7.74,4.74,-2.03,-0.37,0.1
right,1.94,-8.71,4.71,-2.07,-0.31,0.08
right,2.06,-9.27,4.24,-1.78,-0.14,0.1
right,2.09,-9.53,3.66,-1.37,0.01,0.16
right,1.93,-8.87,3.68,-1.16,0.07,0.22
right,1.72,-8.1,3.84,-1.27,0.05,0.21
right,1.44,-7.45,3.67,-1.74,-0.07,0.15
right,1.29,-7.64,3.06,-2.15,-0.18,0.06
right,1.78,-8.63,2.59,-2.28,-0.22,-0.03
right,2.34,-10.0,1.84,-2.01,-0.11,-0.02
right,2.43,-10.28,1.5,-1.5,0.05,0.05
right,2.31,-9.87,1.75,-1.17,0.14,0.12
right,1.72,-8.73,1.58,-1.17,0.13,0.13
right,1.52,-8.55,1.19,-1.36,0.05,0.05
right,1.78,-9.08,1.12,-1.45,0.01,-0.03
right,2.11,-10.16,0.33,-1.22,0.05,-0.05
right,2.24,-10.6,0.21,-0.81,0.1,-0.0
right,2.29,-10.7,0.48,-0.45,0.14,0.06
right,1.98,-10.14,0.82,-0.27,0.12,0.14
right,1.59,-9.48,1.14,-0.29,0.04,0.15
right,1.5,-9.28,1.39,-0.38,-0.03,0.09
right,1.53,-9.5,1.22,-0.41,-0.07,0.02
right,1.99,-10.07,1.59,-0.36,-0.05,0.03
right,1.99,-10.19,1.37,-0.19,0.05,0.05
right,1.8,-9.87,1.17,-0.07,0.08,0.08
right,1.56,-9.49,1.2,-0.13,0.03,0.07
right,1.61,-9.24,1.72,-0.34,-0.05,0.06
right,1.65,-9.27,1.81,-0.47,-0.05,0.02
right,1.84,-9.75,1.41,-0.47,-0.02,-0.01
right,2.08,-10.21,1.13,-0.3,0.06,-0.0
right,2.03,-10.11,0.98,-0.11,0.11,0.05
right,1.92,-9.64,1.03,-0.11,0.09,0.05
right,1.86,-9.45,1.34,-0.25,0.06,0.05
right,1.71,-9.28,1.2,-0.43,0.01,0.02
right,1.84,-9.45,1.12,-0.55,-0.02,-0.02
right,2.01,-9.9,0.74,-0.52,0.01,-0.05
right,2.26,-10.51,0.42,-0.34,0.06,-0.02
right,2.15,-10.67,-0.04,-0.05,0.12,0.03
right,2.08,-10.31,0.08,0.16,0.12,0.08
right,1.89,-9.7,0.46,0.2,0.11,0.09
right,1.75,-9.26,0.68,0.07,0.06,0.07
right,1.84,-9.43,0.84,-0.08,0.03,0.02
